Medium, @centexredcross red cross working local emergency management identify shelter locations #west red cross working local emergency management identify shelter locations #west
Medium,first 5 min scanner traffic west tx explosion scanner audio youtube 
Low,#waco #explosion
Low,holy shit another explosion waco tx come @barackobama  cant make explosions illegal
High, @911buff breaking news  texas explosion ud  entire town west texas evacuation toxic fumes spreading ems command post e  breaking news  texas explosion ud  entire town west texas evacuation toxic fumes spreading ems command post evacuating well
Low,les waco think okay think least 20 miles explosion
Low,live video situation west texas @cbsdfw 
Low,explosion waco o thats 2 hours here\
High, @texasprepares paners w@afasterdisaster created map west tx explosion triage location  paners w@afasterdisaster created map west tx explosion triage location explosion #txfire
Low,texas explosion hea goes people
Low, @jcassidymusic please keep town west texas surrounding areas prayers tonight god everyone involved  please keep town west texas surrounding areas prayers tonight god everyone involved tragic #prayforwest
Low,#prayfoexas omfg happening world
Low, @huffingtonpost watch horrifying video texas feilizer plant explosion watch horrifying video texas feilizer plant explosion
Medium, @jhacevedo wow scary video father son #waco #westtx #feilizerplantexplosion wow scary video father son #waco #westtx #feilizerplantexplosion
Low, @subailey “@staelegram population west tx 2849 every texans hometown tonight #prayforwest “@staelegram population west tx 2849 every texans hometown tonight #prayforwest
Medium,blast flattened homes five block radius according mayor muska #westtx
Medium,“@nickelssarah hea beating fast#prayfoexas #texasexplosion ” wow
Low, @cnn explosion texas feilizer plant may injured 100 details video live @cnn tv explosion texas feilizer plant may injured 100 details video live @cnn tv
Low,omg #prayfoexas  omg @wanknoskians um hello r u dora 
Low, @911buff breaking news texas explosion five firefighters one police officer dead explosion feilizer plant fox pray  breaking news texas explosion five firefighters one police officer dead explosion feilizer plant fox pray texas
Medium,correction explosion occurred #west #tx 18 miles noh #waco #westexplosion
Low,#prayfoexas 🙏🙏🙏
Low,rough week country remember matter bad seems continue trust lord #prayforwestampboston #keepfaith
Low,@montescb7 waco texas use live near there ilived mckinney tx near plano d made lol
Low,sending hope prayers people waco texas
Medium, @michelledbeadle terrifying week crap  @youranonnews caught camera feilizer plant explosion near waco texas http  terrifying week crap  @youranonnews caught camera feilizer plant explosion near waco texas video
Low, @ac360 #breaking repos explosion #texas feilizer plant #ac360 #breaking repos explosion #texas feilizer plant #ac360
Medium, @ap breaking authorities feilizer plant explodes near waco texas causing numerous injuries breaking authorities feilizer plant explodes near waco texas causing numerous injuries
Low,authorities feilizer plant explodes near waco texas  apr 18 @ 1214 et
Low,la explosión fue en waco fue en west texas waco esta muy cerca de west
High, @garytx anhydrous ammonia tank fire west tx feilizer plant thats bad stuff #txfire anhydrous ammonia tank fire west tx feilizer plant thats bad stuff #txfire
Low, @kshaclark feilizer plant exploded believing injured killed hundreds thats read #prayfoexas feilizer plant exploded believing injured killed hundreds thats read #prayfoexas
Low,mayor #west texas please send us prayers theres lot people tomorrow
High, @newsbreaker developing scanner another chemical tank fire feilizer explosion fire dispatch  advising crews p  developing scanner another chemical tank fire feilizer explosion fire dispatch  advising crews pull back
Low,#prayforwest #prayforboston #prayforamerica thoughts go texas boston 
Low, @kaylc1 #west #prayforwest picture west fire dept please pray families small town httpt  #west #prayforwest picture west fire dept please pray families small town
Low, @robeanthonyyy pray waco texas day were still are praying boston massachusetts saying pray waco texas day were still are praying boston massachusetts saying
Medium,scariest saddest thing ive ever seen #prayfoexas cant even seeing hear this
Low, @amielgrant jesus christ guys see video texas plant explosion god jesus christ guys see video texas plant explosion god
High,@nestorflecha #news photo #explosion waco #texas
Low,praying west texas❤
Low,mass injuries repoed texas feilizer plant blast massive fire explosion outside waco damaged
Low,another explosion smh hope people texas alright
High, @dfwscanner west tx explosion *update  frisco fd sending multipatient vehicle ambulance bus west responding  west tx explosion *update  frisco fd sending multipatient vehicle ambulance bus west responding now
Critical,@wfaachannel8 mclennan co dispatch asking resources rescue trapped people apament #explosion feilizer plant west tx
Low,#prayforwest injured everyone helping saving lives families lost loved ones today 
Low,heres web story latest #westexplosion
Low, @sudixitca mt @com breaking multiple casualties #texas feilizer plant explosion  repos mt @com breaking multiple casualties #texas feilizer plant explosion  repos
Low, @sidneylococo scared shitless #prayfoexas scared shitless #prayfoexas
Low, @victoriaxo2 #prayfoexas 💜 #prayfoexas 💜
Low,official several injured texas plant explosion
High, @youranonnews houstons khou removed tweet claiming 70 confirmed dead west texas houstons khou removed tweet claiming 70 confirmed dead west texas
Medium, @cbs11jasonallen back location #west fire tank explosions close working way new location back location #west fire tank explosions close working way new location
Low,@cnnbrk least 2 people dead explosion feilizer plant texas  holy shit fire
Low, @eyewitnessnyc feilizer plant explodes texas least 200 injured 40 critical condition feilizer plant explodes texas least 200 injured 40 critical condition
Low,explosion texas plant 
Low, @kfcr thoughts prayers community west texas tonight thoughts prayers community west texas tonight
Medium,caught camera feilizer plant explosion near waco texas  @youtube @imarlenequinto
Medium, @karlrove  @redcrossdfw  @humanityroad emergency hotline set people needing info loved ones #west #tx  254202   @redcrossdfw  @humanityroad emergency hotline set people needing info loved ones #west #tx  2542021100
Low, @eppaulzimmer heard happened texas #prayfoexas
Medium, @yonkersoem40  @westisd law enforcement advising residents leave town immediately #westexplosion #txfire #waco #tx  @westisd law enforcement advising residents leave town immediately #westexplosion #txfire #waco #tx
High,request us army  tx national guard wmd weapons mass destruction civil suppo team respond #waco
Low,hundreds feared hu texas plant blast explosion near waco damaged destroyed numerous buildings inc
Critical, @afterseven waco explosion dispatch people trapped fire i need anybody everybody send waco explosion dispatch people trapped fire i need anybody everybody send
Low, @davidlorr holy shit watch all #prayfoexas holy shit watch all #prayfoexas
Low, @justnataliie wow woke up came tt saw  #prayfoexas  o going fucking world   wow woke up came tt saw  #prayfoexas  o going fucking world  
Low,explosion hits feilizer plant noh waco texas
Medium,“@shelbynhousman holy shit video scared shit #prayfoexas ” holy fuck watch
Low,@ijusttweeted0o “@bootywarria wtf happened texas ”gtgt feilizer plant blew wacowow smh
Low, @poshjeterson many bad things happening week #boston #collinsvillewhitesboro #west many bad things happening week #boston #collinsvillewhitesboro #west
Low,prayers go everyone affected explosion texas #prayfoexas
High,really another explosion texas hell wrong people nowadays goddamn
Low,@sebmusset west texas ce netait pas en waco je crois
Medium,wow  @jaredbkeller video texas feilizer plant explosion absolutely horrifying
Medium,@casslc explosion hours ago town west near waco hundreds injured least 60 dead
Medium,mt@drewtumaabc3 explosion #west tx registered big time seismograph amarillo ~400mi blast
Medium, @youranonnews watch recorded footage #westexplosion #westtx watch recorded footage #westexplosion #westtx
High, @abc13soniaazad #west fire 200 injuries 40 critical 75100 homes businesses destroyed #abc13
Low, @junkgypsy texas texas 4 west 4 emergency workers 4 loved oneslet us pray #westexplosion texas texas 4 west 4 emergency workers 4 loved oneslet us pray #westexplosion
Low, @bbcbreaking dozens seriously injured feiliser plant explosion texas town #west medical directors say  dozens seriously injured feiliser plant explosion texas town #west medical directors say #westtx
Low, @bravesandbeer lot firefighters battling texas fires volunteer firefighters small town west  lot firefighters battling texas fires volunteer firefighters small town west tx heroes making
Low, @9news video captures texas feilizer plant explosion #9news video captures texas feilizer plant explosion #9news
High, @911buff texas explosion another chemical tank fire feilizer plant police urging everyone 30 mile radius evacuate  texas explosion another chemical tank fire feilizer plant police urging everyone 30 mile radius evacuate now #911buff
Medium,@buzzfeedandrew ems director says 60 70 dead west explosion  cnn confirming
Medium, @ahmedmedien multiple injuries repoed #texas #feilizer plant explosion  multiple injuries repoed #texas #feilizer plant explosion 
Low, @carolinemanzo reading explosion texas  thoughts  stay safe xoxo reading explosion texas  thoughts  stay safe xoxo
Medium, @galtsgirl family #west texas emergency number information 2542021100 family #west texas emergency number information 2542021100
Low,amen im 40 miles south west driven past feilizer plant many times #heabroken @gaypatriot @dminor85
Low,explosion rips texas feilizer plant explosion ripped feilizer plant wednesday night west
Low,ok universe jokes now 2 ricin letters boston bombing feilizer explosion now
High, @firehat tuned massive explosion near waco multiple buildings afire including school hospital burning area un  tuned massive explosion near waco multiple buildings afire including school hospital burning area unk damage
Low,prayers wacotx fam explosion hits feilizer plant noh waco texas
Low,explosion hits feilizer plant noh waco texas
Low,texas waco bombed blows
Low,news coming #westtx horrifying
Low,@countmystars fuck week this boston explosion tonight waco
Low, @youranonnews waco texas feilizer plant explosion units requested waco texas feilizer plant explosion units requested
Low, @pushingyayo #prayforboston #prayfoexas #prayforhumanity #prayforboston #prayfoexas #prayforhumanity
Medium,facebook friends amp customers texas wondering best help tragedy west
Low,ohgosh  saw video explosion tx  😟 crazy  100 people injured amp 2 fatalities  #prayfoexas ❤
Low,update explosion west plant injures firefighters vía @wacotrib
Medium,damn  @newsbreaker breaking kxxvtv repoing five firefighters one police officer dead due explosion feilizer plant westtx
Low,waco texas explosion too jesus coming sooner think
High,“@breakingnews texas authorities advise west texas residences leave town immediately following explosion god whats happening
Medium,feilizer plant explosion near waco caught camera
Low,cientos de personas heridas en explosion de planta de feilizantes en texas
Medium, @pnav57 60+ dead 200+ injured repoed #explosion #feilizerplant town #west near wacojust sad true 60+ dead 200+ injured repoed #explosion #feilizerplant town #west near wacojust sad true
Medium, @echemadubuike realize serious explosion was😳  spread word #westtx realize serious explosion was😳  spread word #westtx
Low,@causeimob west texas feilizer plant exploded destroying every building mile
Low,@christophergav explosion texas happened
Medium, @centexredcross information family amp loved ones #west emergency hotline set up 2542021100 information family amp loved ones #west emergency hotline set up 2542021100
Low, @ksrager44 wake see real damage texas explosion caused gonna terrible #prayfoexas wake see real damage texas explosion caused gonna terrible #prayfoexas
Low,hea breaks west texas lt3
Low, @mikeelk 2200 osha inspectors 8 million workplaces us #westexplosion
Low, @cbsnews explosion repoed texas feilizer plant
Medium, @wacotrib news hillcrest hospital ceo west explosion 61 patients treated far deaths time news hillcrest hospital ceo west explosion 61 patients treated far deaths time
Medium,bumbo  @shifterka jesus christ oo caught camera feilizer plant explosion near waco texas  @youtube
Medium, @newsbreaker breaking 70 people confirmed dead incl 5 firefighters 1 police officer hundreds injured w texas explosion h  breaking 70 people confirmed dead incl 5 firefighters 1 police officer hundreds injured w texas explosion
Low,60 killed hundreds injured feilizer plant explosion « cbs dallas  fo woh #us
Low, @safefamiliesdfw please join us praying injured amp effected feilizer plant explosion waco #prayforwaco please join us praying injured amp effected feilizer plant explosion waco #prayforwaco
Medium, @rosemarycnn aeiral shots #cnn right aftermath massive explsion texas feilizer plant noh waco 100ppl  aeiral shots #cnn right aftermath massive explsion texas feilizer plant noh waco 100ppl injured #cnn #us
Low,texas high ale waco explosion im sooo scared pray people soo freighting omg im scared
Low,praying tx friends west 15 min n hometown waco fight survive recover explosions feilizer plant
Medium, @calebquickstep3 caught camera feilizer plant explosion near waco texas  @youtube ki  caught camera feilizer plant explosion near waco texas  @youtube kidding me#prayfoexas
Low,prayers everyone community west texas thats unreal
Low,west going way causalities boston #prayforwest
Low, @claytruitt rough week country remember matter bad seems continue trust lord #prayforwestam  rough week country remember matter bad seems continue trust lord #prayforwestampboston #keepfaith
Low,@brigittevelez katy hour away waco were next prepare yourself waco west texas
Critical,explosion repoed feilizer plant west mclennan co
Low, @laurenonizzle iphone video feilizer plant explosion near #waco send chills spine surreal  iphone video feilizer plant explosion near #waco send chills spine surreal
Medium,video explosion texas prayers 
