
costaRicaEarthquake2012,243368294621532160,ThirdPartyObservation,"damaged,collapsed",High,"RT @weathernetwork: Reports now of damaged houses and a collapsed church tower in Nicoya, Costa Rica, near the quake epicentre. #tsunami ..."
costaRicaEarthquake2012,243198739882332161,KnownAlready,#earthquake:,Low,"#earthquake: M 4.5, Taiwan region http://t.co/7FmNQZdm"
costaRicaEarthquake2012,243375852753141760,Unknown,"No,tsunami,threat",High,"RT @moanikitv: No tsunami threat to Hawaii after mag 7.6 earthquake rocks 
Costa Rica"
costaRicaEarthquake2012,243371905946615808,KnownAlready,"earthquake,strikes",Low,"RT @SonOfAKing3: “@UnivisionNews: BREAKING: Magnitude 7.9 earthquake strikes Northwestern Costa Rica”
@100prayingwomen"
costaRicaEarthquake2012,243379346616770560,ContinuingNews,#WorldNews,Low,#WorldNews #News Quake rocks Costa Rican coast: Some damage has been reported after a strong earthquake struck o... http://t.co/qi7aZ6mk
costaRicaEarthquake2012,244410054885920768,SignificantEventChange,"awakens,volcano",High,The Watchers - Massive Costa Rican earthquake awakens Nicaraguan Apoyeque volcano http://t.co/pbc2QzSB
costaRicaEarthquake2012,243363487944937472,KnownAlready,earthquake,Low,"RT @NewEarthquake: 7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter (6m ago, 83km S of Liberia, depth 46km). http: ..."
costaRicaEarthquake2012,244243939484385280,Irrelevant,,Low,"Did you guys know two days ago, ok maybe 3, Costa Rica had an earthquake?! No? Yea...figured. :/ #uselessinfo"
costaRicaEarthquake2012,243661325476167682,KnownAlready,"Rocked,Earthquake",Low,Costa Rica Rocked by Magnitude-7.6 Earthquake http://t.co/9Q0w3CD7
costaRicaEarthquake2012,243398938219139072,KnownAlready,"Tsunami,warning,issued",Low,RT @TIME: Tsunami warning issued after Costa Rica earthquake | http://t.co/NairyArP
costaRicaEarthquake2012,243370001707458561,KnownAlready,"quake,strikes",Low,Yahoo/Space- Magnitude 7.9 quake strikes northwestern Costa Rica: WASHINGTON (Reuters) - A 7.9 magnit... http://t.co/o60LTx4g - travel -
costaRicaEarthquake2012,245294130270466048,Irrelevant,,Low,"#earthquake: (GMT) M 4.5, Andaman Islands, India Region http://t.co/C6JKfJXA"
costaRicaEarthquake2012,243529741800468481,Irrelevant,,Low,"http://t.co/PI0h78RM An Hour After The Earthquake A Woman Died, For A Heat Attack, A Man Who Fallen Didn't Die, Said Costa Rican President"
costaRicaEarthquake2012,243389396185931776,KnownAlready,"earthquake,strikes",Low,Pray that all are safe ... RT @BreakingNews: Magnitude 7.9 earthquake strikes off the coast of Costa Rica - USGS
costaRicaEarthquake2012,243368005214552064,SignificantEventChange,"Magnitude,reduced",High,RT @cnnbrk: USGS: Magnitude of quake off Costa Rica reduced from 7.9 to 7.6. http://t.co/nVvZPUSG
costaRicaEarthquake2012,244104592135176192,Irrelevant,,Low,Dear earth 2x this week you've woken me up 3.5 #earthquake epicenter 1/2 mile away-Results crappy workout next day stop making me fat earth
costaRicaEarthquake2012,243362288403369984,KnownAlready,"earthquake,rattles",Low,"RT @Reuters: More: 7.9-magnitude earthquake rattles coastline of Costa Rica, USGS says - http://t.co/9YqdEq9g"
costaRicaEarthquake2012,243203924050448384,KnownAlready,#earthquake,Low,"#earthquake M 2.6, Hawaii region, Hawaii http://t.co/S2GbQIaO"
costaRicaEarthquake2012,243361642447007744,ContinuingNews,"Live,coverage:",Medium,RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...
costaRicaEarthquake2012,243367229297676289,KnownAlready,"earthquake,strikes",Low,"RT @RT_com: BREAKING: 7.9 - magnitude earthquake strikes off the coast of Costa Rica, Caribbean-wide tsunami watch in effect - details t ..."
costaRicaEarthquake2012,243365094396928001,KnownAlready,"earthquake,shaken",Low,"Please pray! A powerful, magnitude-7.9 earthquake has shaken #CostaRica, according to the USGS."
costaRicaEarthquake2012,243388116906426368,KnownAlready,"earthquake,strikes:",Low,28-mile deep earthquake strikes: An earthquake with a magnitude of 7.6 struck off the coast of Costa Rica Wednes... http://t.co/QUEEUkYS
costaRicaEarthquake2012,243419783897436161,SignificantEventChange,"Tsunami,Warnings,Canceled",High,UPDATE: Tsunami Warnings Canceled After Quake In Costa Rica : The Two-Way : NPR http://t.co/IVlHkIFm
costaRicaEarthquake2012,243372774167552000,KnownAlready,"Earthquake,Reported",Low,Powerful Earthquake Reported in Costa Rica - ABC News http://t.co/W6UmjhiY (via @ABC)
costaRicaEarthquake2012,243968738607656960,FirstPartyObservation,EARTHQUAKEEE!!,Low,RT @zomanno: EARTHQUAKEEE!! #earthquake
costaRicaEarthquake2012,243967958454521856,FirstPartyObservation,"Another,#earthquake...at",Low,Another #earthquake...at least i was already awake this time!
costaRicaEarthquake2012,243437060227223552,KnownAlready,"hearts,prayers",Low,Our hearts and prayers are with our family in Costa Rica impacted by a 7.6 Earthquake today. Covering all of Central America with prayers!
costaRicaEarthquake2012,243377807307190272,MultimediaShare,"Footage,Video",High,"@AffiliateDesire Poor Quality Footage of Costa Rican Earthquake - Sept 5th 2012
http://t.co/fqZodBMJ"
costaRicaEarthquake2012,244542703960989696,KnownAlready,earthquake!,Low,Otro temblor en Costa Rica 5.6 earthquake! Sat Sep 08 16:29:32 AMT 2012 near Costa Rica http://t.co/Uz6jkKAK
costaRicaEarthquake2012,243364704293117952,KnownAlready,"Magnitude,earthquake,strikes",Low,"RT @YahooNews: BREAKING: Magnitude 7.9 earthquake strikes off the coast of Costa Rica, tsunami watch for Caribbean, Reuters reports"
costaRicaEarthquake2012,243371897553817600,Irrelevant,,Low,"@_mannymeister thankyou ,I really needed to know costa rica had an earthquake ,when I'm here in md"
costaRicaEarthquake2012,244571497836974080,Irrelevant,,Low,I liked a @YouTube video http://t.co/wB8UA2Z6 Costa Rica Magnitude 5.6 earthquake hits near Hojancha
costaRicaEarthquake2012,243376377057902592,EmergingThreats,"road,blocked,Photo",Critical,RT @RobDavis_Wx: LANDSLIDE!... road blocked in Costa Rica after M7.6 earthquake http://t.co/e5c2AUas (courtesy: @skasoul) #temblorcr
costaRicaEarthquake2012,243362649100931072,KnownAlready,"earthquake,hits",Low,RT @AlertNet: Strong earthquake hits Costa Rica http://t.co/sxICdjwl #costarica #quake
costaRicaEarthquake2012,243384031645925376,Official,"Tsunami,warning,issued",Low,RT @HuffingtonPost: Tsunami warning issued after Costa Rica quake http://t.co/c9fM5iGF
costaRicaEarthquake2012,243467544449662976,ServiceAvailable,"ready,action,Based_On_Author",Medium,RT @Federation: Costa Rica Red Cross ready for action after #earthquake - http://t.co/u0V8rrQG
costaRicaEarthquake2012,244127337828986880,PastNews,Linked,Low,Powerful Earthquake Shakes Costa Rica escapes serious damage from big quake rattles Central America Buildings sway r... http://t.co/abFcLHdd
costaRicaEarthquake2012,243627842355744768,Discussion,,Low,"Earthquake Costa Rica - Costa Rica, an example for earthquake resistant construction !  - http://t.co/n4y6x1yj"
costaRicaEarthquake2012,243979417314009088,Irrelevant,,Low,"RT @LAFD: #LAquake ""#Earthquake Emergency Mode"" discontinued. No significant damage, injury or loss of life. LAFD in normal… http://t.co ..."
costaRicaEarthquake2012,243969426469310464,Irrelevant,,Low,I don't think it's a coincidence that while watching my first episode of #HoneyBooBoo there's an #earthquake.
costaRicaEarthquake2012,243373579448754177,Official,"Tsunami,Warning",Low,"“@BreakingNews: Caribbean-wide tsunami watch in effect after Costa Rican quake, Pacific Tsunami Warning Center  @Reuters”
@DanielrBarron"
costaRicaEarthquake2012,243431494389993472,KnownAlready,"earthquake,hits",Low,RT @MrVop: Strong earthquake hits Costa Rica http://t.co/c9CDEDv0 [BBC]
costaRicaEarthquake2012,243396241285861376,KnownAlready,"quake,hits",Low,7.6-magnitude quake hits Costa Rican coast:  http://t.co/nzoIPEe7
costaRicaEarthquake2012,243364184228757504,Official,"#Tsunami,warnings",Low,"RT @TWCBreaking: Mag. 7.9 #earthquake just off the coast of Costa Rica.  #Tsunami warnings for Pacific Coast of Mexico, C. America. S. A ..."
costaRicaEarthquake2012,244541017854976000,Irrelevant,,Low,BECOME ASEXUAL NOW: Magnitude 5.6 quake hits Costa Rica: (Reuters) - A magnitude 5.6 earthqu... http://t.co/5jWMTB3H #asexual #sexuality
costaRicaEarthquake2012,243969803973455872,Irrelevant,,Low,RT @TheLAScene: It looks like the #BeverlyHills #Earthquake was upgraded to a 3.5. http://t.co/UThFGsv1
costaRicaEarthquake2012,243375546594119680,EmergingThreats,"triggered,landslides",High,RT @georgekourounis: Reports that quake has triggered landslides inland in Costa Rica
costaRicaEarthquake2012,243361697002299392,KnownAlready,earthquake,Low,"デカイな。でかすぎるぜ、ベクテル！http://t.co/SvC7zoN5　RTx2:　@NewEarthquake 
7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am　http://t.co/mwsMLQ3Z"
costaRicaEarthquake2012,243556706976686080,Discussion,,Low,"EarthquakeCalifornia Earthquake in Costa Rica will not delay World Cup qualifier, says Mexican ... -... http://t.co/uv45lA0q #earthquake"
costaRicaEarthquake2012,243365824180662272,Sentiment,prayers,Low,My prayers go to the people of Costa Rica.. They just had a massive earthquake!
costaRicaEarthquake2012,243378377719955456,SignificantEventChange,downgraded,Medium,"Costa Rica quake downgraded to 7.6, no immediate reports of casualties. Tsunami warning lifted for Caribbean, still in place for Pacific."
costaRicaEarthquake2012,243376792289828864,KnownAlready,"earthquake,reported",Low,"Powerful earthquake reported in Costa Rica: NOSARA, Costa Rica (AP) — A powerful, magnitude-7.... http://t.co/odMEBADD (via AP Politics)"
costaRicaEarthquake2012,244452702589943808,Irrelevant,,Low,Stay up to date with the latest #earthquake info at @USGS http://t.co/htMGUaTO #costarica
costaRicaEarthquake2012,243364263891189760,KnownAlready,earthquake,Low,"7.9 earthquake, off the coast of Costa Rica. Sep 5 8:42am at epicenter RT @NewEarthquake"
costaRicaEarthquake2012,245138609697611776,Irrelevant,,Low,RT @nswia_weather: Did you feel the #Earthquake? East of Woy Woy It happen at 16:23:51 (AEST) see... http://t.co/cLzTknxd
costaRicaEarthquake2012,243365371187429377,KnownAlready,"earthquake,shakes",Low,"MEXICO CITY - A powerful, magnitude-7.9  earthquake shakes Costa Rica. USGS said quake struck about 50 miles from town of Liberia."
costaRicaEarthquake2012,243409243628257280,Factoid,"people,dead",High,DICE: Reuters: Red Cross says two people dead from Costa Rica earthquake; one fatality the resu... http://t.co/02a3OoUX #cuba #abajoRaul
costaRicaEarthquake2012,243371620700401665,KnownAlready,"quake,strikes",Low,"RT @abcnews: Tsunami warning after quake strikes Costa Ricahttp://t.co/HVOzoRQW"
costaRicaEarthquake2012,243368693072023552,Official,"alert,tsunami",Low,Tsunami alert as 7.6 quake strikes off Costa Rica: A tsunami alert is issued for Central America after a 7.6-mag... http://t.co/NyfZ4eSU
costaRicaEarthquake2012,243386724422672385,FirstPartyObservation,,Low,"LoL..WTH was that earthquake.. God that was very scary, take care of all of us in Costa Rica..!"
costaRicaEarthquake2012,243417254748893184,ContinuingNews,#worldnews,Low,"#worldnews Powerful quake hits Costa Rica, two dead - Reuters: http://t.co/n1r84z2j.auPowerful q... http://t.co/kZjsFTDY @WideRangeMarket"
costaRicaEarthquake2012,243563099095973888,ContinuingNews,,Low,"Buildings sway, residents rush into streets, but strong Costa Rica quake does little damage http://t.co/m3TI2LMz"
costaRicaEarthquake2012,243746071401078784,ContinuingNews,Linked,Low,Costa Rica escapes serious damage after huge quake: It appeared Thursday that Costa Rica escaped relatively unsc... http://t.co/dFTSbh5e
costaRicaEarthquake2012,243401379312459776,KnownAlready,"quake,strikes",Low,URGENT: Magnitude 7.6 quake strikes Costa Rica http://t.co/3EC6L3wM
costaRicaEarthquake2012,243370358244274176,KnownAlready,"quake,hits",Low,"Strong 7.9 quake hits Costa Rica, tsunami warning issued - Yahoo! News http://t.co/IgSLlNPo via @YahooNews"
costaRicaEarthquake2012,243709228634759169,Unknown,,Low,"Costa Rica: Costa Rica Red Cross Ready for Action after Earthquake: 
      Source: 
    
          Irish Red Cro... http://t.co/8i9vCIV6"
costaRicaEarthquake2012,243371243221426176,KnownAlready,"earthquake,hits",Low,"RT @abc7newsBayArea: #BREAKING: 7.9 earthquake hits off the coast of Costa Rica, tsunami watch in effect."
costaRicaEarthquake2012,243404004917379073,KnownAlready,"quake,hits",Low,"Powerful quake hits Costa Rica, tsunami warning issued – Reuters http://t.co/JwTblOtO"
costaRicaEarthquake2012,243407440081739777,KnownAlready,"earthquake,hits",Low,Strong earthquake hits Costa Rica #newslocker http://t.co/k3CiuTKR
costaRicaEarthquake2012,243968575038173184,FirstPartyObservation,#earthquake!,Low,Dang it #earthquake! I was trying to go to sleep early!
costaRicaEarthquake2012,243366520439332865,KnownAlready,"earthquake,hits",Low,RT @CNBC: Magnitude 7.9 earthquake hits off the coast of Costa Rica; quake centered 98 miles from San Jose. - USGS
costaRicaEarthquake2012,243370110771945472,KnownAlready,quake,Low,"7.9 quake off Pacific coast of Costa Rica: USGS 
 http://t.co/dFBziPuJ #International"
costaRicaEarthquake2012,245689833522098177,ContinuingNews,"expect,another",High,"7.6 Costa Rican earthquake did not relieve fault pressure: expect another one equal or greater, scientists warn http://t.co/J1NWY0k9"
costaRicaEarthquake2012,243383784194580480,KnownAlready,"Earthquake,Strikes",Low,"Earthquake Strikes Off Costa Rica Coast: A tsunami warning has been issued after a powerful earthquake, measurin... http://t.co/HgyxRGCP"
costaRicaEarthquake2012,243478848094756864,FirstPartyObservation,"We,experienced",High,We experienced a 7.6 #earthquake in a town about 20km south of my place here in Guanacaste. No serious injuries here in #Nosara.
costaRicaEarthquake2012,243365413155643393,KnownAlready,"earthquake,struck",Low,A 7.9 magnitude earthquake struck northwestern Costa Rica on Wednesday.. =(.. hope everything is okay down there!!
costaRicaEarthquake2012,243363055944232960,KnownAlready,"earthquake,hits",Low,7.9 magnitude earthquake hits Costa Rica #earthquake
costaRicaEarthquake2012,243433738351022080,Sentiment,Hope,Low,RT @RandyDorfman: Hope all WCOOP players in Costa Rica are safe after massive earthquake
costaRicaEarthquake2012,243435076325609474,KnownAlready,"quake,hits",Low,7.6-magnitude quake hits Costa Rican coast - CNN: USA TODAY7.6-magnitude quake hits Costa Rican coastCNN(CNN) --... http://t.co/h76G8HKq
costaRicaEarthquake2012,243368961511677953,Official,"alert,tsunami",Low,Tsunami alert as 7.6 quake strikes off Costa Rica: A tsunami alert is issued for Central America after a 7.6-mag... http://t.co/i98cKt0n
costaRicaEarthquake2012,243377601790480384,Factoid,"no,casualties",Medium,RT @Reuters: Red Cross in Costa Rica says no casualties reported so far after 7.6-magnitude earthquake http://t.co/IroAyLyv
costaRicaEarthquake2012,243367120228974594,KnownAlready,"earthquake,strikes",Low,"@irasuwindro RT @YahooNews: BREAKING: Magnitude 7.9 earthquake strikes off the coast of Costa Rica, tsunami watch ... http://t.co/QXqN9Xo2"
costaRicaEarthquake2012,243383633216409600,KnownAlready,"quake,strikes",Low,(usa today) Magnitude 7.6 quake strikes Costa Rica: A powerful magnitude-7.6 earthquake struck in Costa Rica tod... http://t.co/arJ2dp3x
costaRicaEarthquake2012,243968616993808385,Irrelevant,,Low,"3.5 #quake in Beverly Hills, stronger than the one last week. http://t.co/CftE5nrt"
costaRicaEarthquake2012,243970668000067585,Discussion,,Low,"@ArianaGrande Hi I´m from Costa Rica, 2 days ago was an earthquake in my country...Magnitude 7.6!! :("
costaRicaEarthquake2012,243687825084653570,KnownAlready,Quake rocks,Low,Quake rocks Costa Rica http://t.co/nkD5tU8v
costaRicaEarthquake2012,243430772973907969,FirstPartyObservation,,Low,Costa Rica Earthquake Update:  so far we have heard from the Piedras and homestay families in San Isidro de Heredia and everyone is fine.
costaRicaEarthquake2012,243394387386703872,Irrelevant,,Low,"RT @WilliamTeach: Which Warmist will be the first to blame the Costa Rica earthquake on ""climate change""// Dumbass, see GEOLOGY.."
costaRicaEarthquake2012,243369246757904385,Official,"Tsunami,Warning",Low,"RT @Radio_Riquelme: @Reuters
Pacific Tsunami Warning Center keeps warning for Pacific coastal region following Costa Rica earthquake htt ..."
costaRicaEarthquake2012,243377979273666560,Official,"#EmergencyMessage,#tsunami,warning,Based_On_Author",Medium,"RT @TravelGov: #EmergencyMessage via @USGS: #tsunami warning for #ElSalvador, #Panama, #Nicaragua, #Mexico, #CostaRica, &amp; others. ht ..."
costaRicaEarthquake2012,243414822031589376,KnownAlready,"earthquake,reported",Low,Powerful earthquake reported in Costa Rica Powerful earthquake reported in Costa Rica http://t.co/n4HTkpYt
costaRicaEarthquake2012,243382324589367296,Factoid,"dollars,damage.",Medium,That earthquake in Costa Rica has sustained tens of hundreds of dollars worth of damage.  Very sad.
costaRicaEarthquake2012,243390297936130048,Official,official:,Medium,"Nooo! “@AP: Costa Rica official: ""There's chaos in San Jose because it was a strong earthquake of long duration"": http://t.co/ta2f2KpZ
 -MM”"
costaRicaEarthquake2012,247215201198436352,KnownAlready,earthquake,Low,"RT @NewEarthquake: 5.2 earthquake, 8km W of Nicoya, Costa Rica. Sep 15 23:51 at epicenter (15m ago, depth 24km). http://t.co/6upB8mvs"
costaRicaEarthquake2012,243369351581925377,KnownAlready,"earthquake,hits",Low,Strong earthquake hits Costa Rica http://t.co/G6t1GwTW
costaRicaEarthquake2012,243969631977611265,Irrelevant,,Low,"#9021uh-0: Beverly Hills #earthquake gives a good shake to the #westside, eastern #SFV. http://t.co/G1Ga1v0T via @lanow"
costaRicaEarthquake2012,243381598978981888,KnownAlready,earthquake,Low,There was a earthquake magnitude of 7.6 that hit costa rica this morning -- only 2 hours from our honeymoon spot!
