Rise of Freedom: Honoring the Heroes of Flight 93,http://www.foxnews.com/us/2011/08/25/rise-freedom-honoring-heroes-flight-3.html,
Foundation helps pay bills of families with sick children,http://www.foxnews.com/health/2012/04/23/foundation-helps-pay-bills-families-with-sick-children.html,
"Jobless or underemployed and buried in debt: Welcome to your bleak future, Class of 2012",http://www.foxnews.com/transcript/2012/04/24/jobless-or-underemployed-and-buried-debt-welcome-your-bleak-future-class-2012.html,
"Hurricane Harvey: Stars react, donate money in support of relief efforts",http://www.foxnews.com/entertainment/2017/08/30/hurricane-harvey-stars-react-donate-money-in-support-relief-efforts.html,
"José Andrés asks Trump to end legal battle, donate money to veterans",http://www.foxnews.com/food-drink/2016/12/14/jos-andr-s-asks-trump-to-end-legal-battle-donate-money-to-veterans.html,
Televangelist seeks donations for $54M private jet,http://video.foxnews.com/v/5790911344001/,
Louisiana televangelist seeks donations for $54M private jet: report,http://www.foxnews.com/us/2018/05/29/louisiana-televangelist-seeks-donations-for-54m-private-jet-report.html,
Strangers donate money to let blind man keep guide dog,http://video.foxnews.com/v/2951697109001/,
100-year-old vet plans to donate money he received from group after robbery,http://www.foxnews.com/us/2014/07/21/100-year-old-vet-plans-to-donate-money-received-from-local-group-after-robbery.html,
Should Americans Donate Money to Japan?,http://video.foxnews.com/v/920027669001/,
Should Americans Donate Money to Japan?,http://www.foxnews.com/transcript/2011/03/15/should-americans-donate-money-japan.html,
Celebrity chef suggests charitable conclusion to Trump suit,http://video.foxnews.com/v/5248224257001/,
Allies use Trump assassination wish scandal to fundraise for Missouri Dem,http://www.foxnews.com/politics/2017/08/23/allies-use-trump-assassination-wish-scandal-to-fundraise-for-missouri-dem.html,
Beyond the ballot: New app grades companies' political bent,http://video.foxnews.com/v/3264469447001/,
Trump wants $5 million from CNN to appear on next debate,http://video.foxnews.com/v/4639834826001/,
Oscar de la Hoya and Jay Z bet $100K on Miguel Cotto-Canelo Alvarez bout,http://www.foxnews.com/sports/2015/11/12/oscar-de-la-hoya-and-jay-z-bet-100k-on-miguel-cotto-canelo-alvarez-bout.html,
"Amid outside threats to cut aid, Burundi's government urges citizens to donate for elections",http://www.foxnews.com/world/2015/05/27/amid-outside-threats-to-cut-aid-burundi-government-urges-citizens-to-donate-for.html,
Spanish soccer club collecting donations for 85-year-old woman evicted from home,http://www.foxnews.com/sports/2014/11/27/spanish-soccer-club-collecting-donations-for-85-year-old-woman-evicted-from.html,
A Sexy New Bikini Line with a Heart of Gold,http://www.foxnews.com/lifestyle/2012/06/18/sexy-new-bikini-line-with-heart-gold.html,
Warner Bros Gives Donations to ‘Dark Knight’ Shooting Victims ,http://www.foxnews.com/entertainment/2012/07/24/warner-bros-gives-donation-to-dark-knight-movie-theater-shooting-victims.html,
Charity and Responsibility,http://www.foxnews.com/story/2001/11/01/charity-and-responsibility.html,
Ready for Business,http://www.foxnews.com/transcript/2005/01/12/ready-business.html,
Marist Brothers say priest abused 14 minors at Chile schools,http://www.foxnews.com/world/2017/08/30/marist-brothers-say-priest-abused-14-minors-at-chile-schools.html,
"YouTube prankster arrested after livestreaming fake bomb threat at University of Washington, police say",http://www.foxnews.com/us/2018/06/01/youtube-prankster-arrested-after-livestreaming-fake-bomb-threat-at-university-washington-police-say.html,
Lin-Manuel Miranda has celebs singing 'Hamilton' for charity,http://www.foxnews.com/us/2017/06/28/lin-manuel-miranda-has-celebs-singing-hamilton-for-charity.html,
Chip Gaines shaves his head for charity,http://www.foxnews.com/entertainment/2017/11/08/chip-gaines-shaves-his-head-for-charity.html,
"Jimmy Fallon, 'Tonight Show' pledge $1M to J.J. Watt's Hurricane Harvey relief foundation",http://www.foxnews.com/entertainment/2017/09/06/jimmy-fallon-tonight-show-pledge-1m-to-j-j-watts-hurricane-harvey-relief-foundation.html,
Trump border wall crowdfunding possible under Tennessee lawmaker's 'trust fund' bill,http://www.foxnews.com/politics/2018/05/21/trump-border-wall-crowdfunding-possible-under-tennessee-lawmakers-trust-fund-bill.html,
JJ Watt fundraiser for Harvey victims raises over $18 million,http://www.foxnews.com/us/2017/09/03/jj-watt-fundraiser-for-harvey-victims-raises-over-18-million.html,
Denny's patron picks up $400 check to thank California firefighters for battling wildfires,http://www.foxnews.com/food-drink/2017/07/12/dennys-patron-picks-up-400-check-to-thank-california-firefighters-for-battling-wildfires.html,
"Want to defeat lazy, corrupt and out-of-touch politicians in both parties? Here's what will really work",http://www.foxnews.com/opinion/2018/06/28/want-to-defeat-lazy-corrupt-and-out-touch-politicians-in-both-parties-heres-what-will-really-work.html,
Hurricane Harvey victims: How you can help,http://www.foxnews.com/entertainment/2017/09/06/hurricane-harvey-victims-how-can-help.html,
OMB: Obama would veto GOP's anti-slush fund bill,http://www.foxnews.com/politics/2016/09/06/omb-obama-would-veto-gop-anti-slush-fund-bill.html,
"Hurricane Harvey: Stars react, donate money in support of relief efforts",http://www.foxnews.com/entertainment/2017/08/30/hurricane-harvey-stars-react-donate-money-in-support-relief-efforts.html,
"José Andrés asks Trump to end legal battle, donate money to veterans",http://www.foxnews.com/food-drink/2016/12/14/jos-andr-s-asks-trump-to-end-legal-battle-donate-money-to-veterans.html,
Televangelist seeks donations for $54M private jet,http://video.foxnews.com/v/5790911344001/,
Louisiana televangelist seeks donations for $54M private jet: report,http://www.foxnews.com/us/2018/05/29/louisiana-televangelist-seeks-donations-for-54m-private-jet-report.html,
Strangers donate money to let blind man keep guide dog,http://video.foxnews.com/v/2951697109001/,
100-year-old vet plans to donate money he received from group after robbery,http://www.foxnews.com/us/2014/07/21/100-year-old-vet-plans-to-donate-money-received-from-local-group-after-robbery.html,
Should Americans Donate Money to Japan?,http://video.foxnews.com/v/920027669001/,
Should Americans Donate Money to Japan?,http://www.foxnews.com/transcript/2011/03/15/should-americans-donate-money-japan.html,
Celebrity chef suggests charitable conclusion to Trump suit,http://video.foxnews.com/v/5248224257001/,
Allies use Trump assassination wish scandal to fundraise for Missouri Dem,http://www.foxnews.com/politics/2017/08/23/allies-use-trump-assassination-wish-scandal-to-fundraise-for-missouri-dem.html,
Beyond the ballot: New app grades companies' political bent,http://video.foxnews.com/v/3264469447001/,
Trump wants $5 million from CNN to appear on next debate,http://video.foxnews.com/v/4639834826001/,
Oscar de la Hoya and Jay Z bet $100K on Miguel Cotto-Canelo Alvarez bout,http://www.foxnews.com/sports/2015/11/12/oscar-de-la-hoya-and-jay-z-bet-100k-on-miguel-cotto-canelo-alvarez-bout.html,
"Amid outside threats to cut aid, Burundi's government urges citizens to donate for elections",http://www.foxnews.com/world/2015/05/27/amid-outside-threats-to-cut-aid-burundi-government-urges-citizens-to-donate-for.html,
Spanish soccer club collecting donations for 85-year-old woman evicted from home,http://www.foxnews.com/sports/2014/11/27/spanish-soccer-club-collecting-donations-for-85-year-old-woman-evicted-from.html,
A Sexy New Bikini Line with a Heart of Gold,http://www.foxnews.com/lifestyle/2012/06/18/sexy-new-bikini-line-with-heart-gold.html,
Warner Bros Gives Donations to ‘Dark Knight’ Shooting Victims ,http://www.foxnews.com/entertainment/2012/07/24/warner-bros-gives-donation-to-dark-knight-movie-theater-shooting-victims.html,
Charity and Responsibility,http://www.foxnews.com/story/2001/11/01/charity-and-responsibility.html,
Ready for Business,http://www.foxnews.com/transcript/2005/01/12/ready-business.html,
Marist Brothers say priest abused 14 minors at Chile schools,http://www.foxnews.com/world/2017/08/30/marist-brothers-say-priest-abused-14-minors-at-chile-schools.html,
"YouTube prankster arrested after livestreaming fake bomb threat at University of Washington, police say",http://www.foxnews.com/us/2018/06/01/youtube-prankster-arrested-after-livestreaming-fake-bomb-threat-at-university-washington-police-say.html,
Lin-Manuel Miranda has celebs singing 'Hamilton' for charity,http://www.foxnews.com/us/2017/06/28/lin-manuel-miranda-has-celebs-singing-hamilton-for-charity.html,
Chip Gaines shaves his head for charity,http://www.foxnews.com/entertainment/2017/11/08/chip-gaines-shaves-his-head-for-charity.html,
"Jimmy Fallon, 'Tonight Show' pledge $1M to J.J. Watt's Hurricane Harvey relief foundation",http://www.foxnews.com/entertainment/2017/09/06/jimmy-fallon-tonight-show-pledge-1m-to-j-j-watts-hurricane-harvey-relief-foundation.html,
Trump border wall crowdfunding possible under Tennessee lawmaker's 'trust fund' bill,http://www.foxnews.com/politics/2018/05/21/trump-border-wall-crowdfunding-possible-under-tennessee-lawmakers-trust-fund-bill.html,
JJ Watt fundraiser for Harvey victims raises over $18 million,http://www.foxnews.com/us/2017/09/03/jj-watt-fundraiser-for-harvey-victims-raises-over-18-million.html,
Denny's patron picks up $400 check to thank California firefighters for battling wildfires,http://www.foxnews.com/food-drink/2017/07/12/dennys-patron-picks-up-400-check-to-thank-california-firefighters-for-battling-wildfires.html,
"Want to defeat lazy, corrupt and out-of-touch politicians in both parties? Here's what will really work",http://www.foxnews.com/opinion/2018/06/28/want-to-defeat-lazy-corrupt-and-out-touch-politicians-in-both-parties-heres-what-will-really-work.html,
Hurricane Harvey victims: How you can help,http://www.foxnews.com/entertainment/2017/09/06/hurricane-harvey-victims-how-can-help.html,
OMB: Obama would veto GOP's anti-slush fund bill,http://www.foxnews.com/politics/2016/09/06/omb-obama-would-veto-gop-anti-slush-fund-bill.html,
Watchdog says former governor's tweet broke federal law,http://www.foxnews.com/politics/2017/06/29/watchdog-says-former-governors-tweet-broke-federal-law.html,
"Dak, Dez, Cowboys raise Harvey money while others practice",http://www.foxnews.com/sports/2017/09/01/dak-dez-cowboys-raise-harvey-money-while-others-practice.html,
"UC Merced student buys 100 meal vouchers for classmates, sparks trend",http://www.foxnews.com/us/2016/05/11/uc-merced-student-buys-100-meal-vouchers-for-other-students-begins-trend.html,
Rhode Island preservation group fires back at Vanderbilts in dispute over Breakers mansion,http://www.foxnews.com/us/2015/05/19/rhode-island-preservation-group-fires-back-at-vanderbilts-in-dispute-over.html,
Pope Francis says it's 'terrible' that children are taught they can choose gender ,http://www.foxnews.com/world/2016/08/02/pope-it-terrible-children-taught-can-choose-gender.html,
DOJ ends Holder-era ‘slush fund’ payouts to outside groups,http://www.foxnews.com/politics/2017/06/07/doj-ends-holder-era-slush-fund-payouts-to-outside-groups.html,
Anthony Bourdain says he will never eat at Trump's DC hotel restaurants,http://www.foxnews.com/food-drink/2016/12/22/anthony-bourdain-says-will-never-patronize-restaurants-at-trumps-dc-hotel.html,
"'Smoking gun' email reveals Obama DOJ blocked conservative groups from settlement funds, GOP lawmaker says",http://www.foxnews.com/politics/2017/10/25/smoking-gun-email-reveals-obama-doj-blocked-conservative-groups-from-settlement-funds-gop-lawmaker-says.html,
S. Korea's Cabinet approves intel-sharing pact with Japan,http://www.foxnews.com/world/2016/11/22/s-korea-cabinet-approves-intel-sharing-pact-with-japan.html,
South Korea president reshuffles cabinet amid calls to resign over scandal,http://www.foxnews.com/world/2016/11/02/south-korea-president-reshuffles-cabinet-amid-calls-to-resign-over-scandal.html,
